"feature_id"	"type"	"function."	"evidence_codes"
"fig|1578.180.peg.774"	"peg"	"ATP synthase delta chain (EC 3.6.3.14)"	"ff"
"fig|1578.180.peg.775"	"peg"	"ATP synthase alpha chain (EC 3.6.3.14)"	"ff"
"fig|1578.180.peg.776"	"peg"	"ATP synthase gamma chain (EC 3.6.3.14)"	"ff"
"fig|1578.180.peg.777"	"peg"	"ATP synthase beta chain (EC 3.6.3.14)"	"ff"
"fig|1578.180.peg.778"	"peg"	"ATP synthase epsilon chain (EC 3.6.3.14)"	"ff"
"fig|1578.180.peg.779"	"peg"	"FIG00744188: hypothetical protein"	"ff"
"fig|1578.180.peg.780"	"peg"	"Rod shape-determining protein MreB"	"idu(1);Bacterial_Cell_Division icw(1);Bacterial_Cytoskeleton"
"fig|1578.180.peg.781"	"peg"	"Protein YidD"	"isu;RNA_modification_cluster isu;Cell_Division_Subsystem_including_YidCD"
"fig|1578.180.peg.782"	"peg"	"FIG00742815: hypothetical protein"	"ff"
"fig|1578.180.peg.783"	"peg"	"Rod shape-determining protein RodA"	"isu;Bacterial_Cytoskeleton isu;Peptidoglycan_Biosynthesis"
"fig|1578.180.peg.784"	"peg"	"Universal stress protein family"	"ff"
"fig|1578.180.peg.785"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.786"	"peg"	"Uncharacterized ATPase (AAA family) associated with cysteine desulfurase"	"ff"
"fig|1578.180.peg.787"	"peg"	"FIG00743012: hypothetical protein"	"ff"
"fig|1578.180.peg.788"	"peg"	"SSU ribosomal protein S4p (S9e)"	"icw(3);CBSS-393130.3.peg.794 isu;Ribosome_SSU_bacterial"
"fig|1578.180.peg.789"	"peg"	"Septation ring formation regulator EzrA"	"icw(2);CBSS-393130.3.peg.794 isu;Control_of_cell_elongation_-_division_cycle_in_Bacilli"
"fig|1578.180.peg.790"	"peg"	"Cysteine desulfurase (EC 2.8.1.7)"	"idu(1);CBSS-84588.1.peg.1247 icw(1);CBSS-393130.3.peg.794 idu(1);Alanine_biosynthesis"
"fig|1578.180.peg.791"	"peg"	"tRNA S(4)U 4-thiouridine synthase (former ThiI)"	"isu;Thiamin_biosynthesis isu;CBSS-393130.3.peg.794"
"fig|1578.180.peg.792"	"peg"	"Valyl-tRNA synthetase (EC 6.1.1.9)"	"isu;tRNA_aminoacylation,_Val"
"fig|1578.180.peg.793"	"peg"	"Dihydrofolate synthase (EC 6.3.2.12) @ Folylpolyglutamate synthase (EC 6.3.2.17)"	"isu;Folate_Biosynthesis isu;Folate_Biosynthesis"
"fig|1578.180.peg.794"	"peg"	"Hydrolase, haloacid dehalogenase-like family"	"ff"
"fig|1578.180.peg.795"	"peg"	"DNA repair protein RadC"	"isu;DNA_repair,_bacterial"
"fig|1578.180.peg.796"	"peg"	"Rod shape-determining protein MreB"	"icw(3);Bacterial_Cell_Division icw(2);Bacterial_Cytoskeleton"
"fig|1578.180.peg.797"	"peg"	"Rod shape-determining protein MreC"	"icw(5);Bacterial_Cell_Division isu;CBSS-354.1.peg.2917 icw(4);Bacterial_Cytoskeleton"
"fig|1578.180.peg.798"	"peg"	"Rod shape-determining protein MreD"	"icw(1);Bacterial_Cell_Division icw(1);CBSS-354.1.peg.2917 icw(1);Bacterial_Cytoskeleton"
"fig|1578.180.peg.799"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.800"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.801"	"peg"	"Cell division protein MraZ"	"icw(6);Bacterial_Cell_Division icw(1);16S_rRNA_modification_within_P_site_of_ribosome icw(5);Bacterial_Cytoskeleton"
"fig|1578.180.peg.802"	"peg"	"rRNA small subunit methyltransferase H"	"icw(3);Bacterial_Cell_Division icw(2);16S_rRNA_modification_within_P_site_of_ribosome"
"fig|1578.180.peg.803"	"peg"	"Cell division protein FtsL"	"icw(2);Bacterial_Cell_Division icw(3);16S_rRNA_modification_within_P_site_of_ribosome icw(2);Bacterial_Cytoskeleton"
"fig|1578.180.peg.804"	"peg"	"Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)"	"isu;Bacterial_Cell_Division isu;CBSS-83331.1.peg.3039 isu;16S_rRNA_modification_within_P_site_of_ribosome isu;Flagellum_in_Campylobacter isu;Bacterial_Cytoskeleton isu;Peptidoglycan_Biosynthesis"
"fig|1578.180.peg.805"	"peg"	"Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)"	"icw(3);Peptidoglycan_Biosynthesis"
"fig|1578.180.peg.806"	"peg"	"UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)"	"isu;Peptidoglycan_biosynthesis--gjo icw(1);Peptidoglycan_Biosynthesis"
"fig|1578.180.peg.807"	"peg"	"UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)"	"icw(1);Cell_Division_Cluster icw(1);cell_division_core_of_larger_cluster icw(2);Peptidoglycan_Biosynthesis"
"fig|1578.180.peg.808"	"peg"	"Cell division protein FtsQ"	"icw(3);Bacterial_Cell_Division icw(6);Cell_Division_Cluster icw(1);cell_division_cluster_containing_FtsQ icw(3);Bacterial_Cytoskeleton icw(2);cell_division_core_of_larger_cluster"
"fig|1578.180.peg.809"	"peg"	"Cell division protein FtsA"	"icw(2);Bacterial_Cell_Division icw(5);Cell_Division_Cluster isu;cell_division_cluster_containing_FtsQ icw(2);Bacterial_Cytoskeleton isu;cell_division_core_of_larger_cluster"
"fig|1578.180.peg.810"	"peg"	"Cell division protein FtsZ (EC 3.4.24.-)"	"isu;Bacterial_Cell_Division icw(3);Cell_Division_Cluster icw(2);cell_division_cluster_containing_FtsQ isu;Bacterial_Cytoskeleton icw(3);cell_division_core_of_larger_cluster"
"fig|1578.180.peg.811"	"peg"	"FIG001960: FtsZ-interacting protein related to cell division"	"icw(6);Cell_Division_Cluster"
"fig|1578.180.peg.812"	"peg"	"Cell division protein YlmG/Ycf19 (putative), YggT family"	"isu;Cell_Division_Cluster"
"fig|1578.180.peg.813"	"peg"	"FIG001583: hypothetical protein, contains S4-like RNA binding domain"	"icw(1);Cell_Division_Cluster"
"fig|1578.180.peg.814"	"peg"	"Cell division initiation protein DivIVA"	"icw(1);Bacterial_Cell_Division icw(3);Cell_Division_Cluster icw(1);Bacterial_Cytoskeleton"
"fig|1578.180.peg.815"	"peg"	"Isoleucyl-tRNA synthetase (EC 6.1.1.5)"	"isu;tRNA_aminoacylation,_Ile icw(5);Cell_Division_Cluster"
"fig|1578.180.peg.816"	"peg"	"Cold shock protein CspA"	"isu;Cold_shock,_CspA_family_of_proteins"
"fig|1578.180.peg.817"	"peg"	"ADP-ribose pyrophosphatase (EC 3.6.1.13)"	"isu;NAD_and_NADP_cofactor_biosynthesis_global isu;CBSS-216591.1.peg.168 isu;Nudix_proteins_(nucleoside_triphosphate_hydrolases) isu;Ribosome_post-transcriptional_modification_and_chromosomal_segregation_cluster isu;CBSS-342610.3.peg.1794"
"fig|1578.180.peg.818"	"peg"	"FIG00743810: hypothetical protein"	"ff"
"fig|1578.180.peg.819"	"peg"	"5'-methylthioadenosine nucleosidase (EC 3.2.2.16) / S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)"	"isu;Adenosyl_nucleosidases isu;Adenosyl_nucleosidases isu;Methionine_Degradation isu;CBSS-320388.3.peg.3759 isu;CBSS-320388.3.peg.3759 isu;Methionine_Salvage isu;Methionine_Biosynthesis"
"fig|1578.180.peg.820"	"peg"	"Cysteine desulfurase (EC 2.8.1.7)"	"idu(1);CBSS-84588.1.peg.1247 idu(1);CBSS-393130.3.peg.794 idu(1);Alanine_biosynthesis"
"fig|1578.180.peg.821"	"peg"	"FIG00743560: hypothetical protein"	"ff"
"fig|1578.180.peg.822"	"peg"	"tRNA-specific 2-thiouridylase MnmA"	"isu;RNA_methylation"
"fig|1578.180.peg.823"	"peg"	"Phosphoglycerate mutase family 5"	"isu;Phosphoglycerate_mutase_protein_family"
"fig|1578.180.peg.824"	"peg"	"FIG00742458: hypothetical protein"	"ff"
"fig|1578.180.peg.825"	"peg"	"RecD-like DNA helicase YrrC"	"isu;DNA_repair,_bacterial_RecBCD_pathway"
"fig|1578.180.peg.826"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.827"	"peg"	"Sodium ABC transporter ATP-binding protein"	""
"fig|1578.180.peg.828"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.829"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.830"	"peg"	"Transcription regulator [contains diacylglycerol kinase catalytic domain]"	"ff"
"fig|1578.180.peg.831"	"peg"	"Ribonuclease J1 (endonuclease and 5' exonuclease)"	"isu;Ribonucleases_in_Bacillus icw(1);Bacterial_RNA-metabolizing_Zn-dependent_hydrolases"
"fig|1578.180.peg.832"	"peg"	"Protein of unknown function DUF1447"	"icw(2);Bacterial_RNA-metabolizing_Zn-dependent_hydrolases icw(1);Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase"
"fig|1578.180.peg.833"	"peg"	"Peptide deformylase (EC 3.5.1.88)"	"isu;Bacterial_RNA-metabolizing_Zn-dependent_hydrolases isu;Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase isu;CBSS-89187.3.peg.2957 isu;Translation_termination_factors_bacterial"
"fig|1578.180.peg.834"	"peg"	"GTP-binding protein TypA/BipA"	"isu;Universal_GTPases"
"fig|1578.180.peg.835"	"peg"	"Cell division protein FtsW"	"isu;Bacterial_Cell_Division isu;cell_division_cluster_containing_FtsQ isu;Bacterial_Cytoskeleton"
"fig|1578.180.peg.836"	"peg"	"hypothetical Cytosolic Protein"	"ff"
"fig|1578.180.peg.837"	"peg"	"Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.-)"	"ff"
"fig|1578.180.peg.838"	"peg"	"Phosphopantetheine adenylyltransferase (EC 2.7.7.3)"	"isu;CBSS-266117.6.peg.1260 isu;Coenzyme_A_Biosynthesis"
"fig|1578.180.peg.839"	"peg"	"Lon-like protease with PDZ domain"	"isu;Proteasome_bacterial"
"fig|1578.180.peg.840"	"peg"	"Late competence protein ComEA, DNA receptor"	"icw(1);Gram_Positive_Competence"
"fig|1578.180.peg.841"	"peg"	"Late competence protein ComEC, DNA transport"	"isu;Gram_Positive_Competence"
"fig|1578.180.peg.842"	"peg"	"DNA polymerase III delta subunit (EC 2.7.7.7)"	"isu;DNA-replication"
"fig|1578.180.peg.843"	"peg"	"SSU ribosomal protein S20p"	"icw(1);Ribosome_SSU_bacterial"
"fig|1578.180.peg.844"	"peg"	"SSU ribosomal protein S15p (S13e)"	"isu;Ribosome_SSU_bacterial"
"fig|1578.180.peg.845"	"peg"	"Ribonuclease J2 (endoribonuclease in RNA processing)"	"isu;Ribonucleases_in_Bacillus isu;Bacterial_RNA-metabolizing_Zn-dependent_hydrolases"
"fig|1578.180.peg.846"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.847"	"peg"	"Translation elongation factor Tu"	"isu;Universal_GTPases isu;Translation_elongation_factors_bacterial isu;Mycobacterium_virulence_operon_involved_in_protein_synthesis_(SSU_ribosomal_proteins)"
"fig|1578.180.peg.848"	"peg"	"Cell division trigger factor (EC 5.2.1.8)"	"isu;Bacterial_Cell_Division"
"fig|1578.180.peg.849"	"peg"	"ATP-dependent Clp protease ATP-binding subunit ClpX"	"isu;Proteolysis_in_bacteria,_ATP-dependent isu;Proteasome_bacterial"
"fig|1578.180.peg.850"	"peg"	"GTP-binding protein EngB"	"icw(2);Universal_GTPases"
"fig|1578.180.peg.851"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.852"	"peg"	"Excinuclease ABC subunit C"	"isu;DNA_repair,_UvrABC_system"
"fig|1578.180.peg.853"	"peg"	"GTP-binding protein Obg"	"isu;Universal_GTPases isu;CBSS-176279.3.peg.868"
"fig|1578.180.peg.854"	"peg"	"Acyltransferase"	"ff"
"fig|1578.180.peg.855"	"peg"	"Ribonuclease Z (EC 3.1.26.11)"	"isu;tRNA_processing"
"fig|1578.180.peg.856"	"peg"	"Short-chain dehydrogenase/reductase SDR"	"isu;Transcription_repair_cluster"
"fig|1578.180.peg.857"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.858"	"peg"	"LSU ribosomal protein L32p"	"isu;Ribosome_LSU_bacterial"
"fig|1578.180.peg.859"	"peg"	"2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16)"	"isu;Purine_conversions"
"fig|1578.180.peg.860"	"peg"	"FIG00743751: hypothetical protein"	"ff"
"fig|1578.180.peg.861"	"peg"	"DNA polymerase III alpha subunit (EC 2.7.7.7)"	"idu(1);Inteins idu(1);DNA-replication"
"fig|1578.180.peg.862"	"peg"	"6-phosphofructokinase (EC 2.7.1.11)"	"isu;N-Acetyl-Galactosamine_and_Galactosamine_Utilization isu;Glycolysis_and_Gluconeogenesis,_including_Archaeal_enzymes isu;Glycolysis_and_Gluconeogenesis"
"fig|1578.180.peg.863"	"peg"	"Pyruvate kinase (EC 2.7.1.40)"	"isu;Glycerate_metabolism isu;Entner-Doudoroff_Pathway icw(1);Glycolysis_and_Gluconeogenesis,_including_Archaeal_enzymes icw(1);Glycolysis_and_Gluconeogenesis isu;Pyruvate_metabolism_I:_anaplerotic_reactions,_PEP"
"fig|1578.180.peg.864"	"peg"	"S1 RNA binding domain"	"ff"
"fig|1578.180.peg.865"	"peg"	"Tyrosine recombinase XerD"	"ff"
"fig|1578.180.peg.866"	"peg"	"RibT protein, riboflavin biosynthesis acetyltransferase (GNAT) family"	"ff"
"fig|1578.180.peg.867"	"peg"	"Segregation and condensation protein A"	"icw(1);CBSS-314276.3.peg.1499 icw(3);Ribosome_post-transcriptional_modification_and_chromosomal_segregation_cluster"
"fig|1578.180.peg.868"	"peg"	"Segregation and condensation protein B"	"isu;CBSS-314276.3.peg.1499 isu;CBSS-203122.12.peg.188 icw(2);Ribosome_post-transcriptional_modification_and_chromosomal_segregation_cluster"
"fig|1578.180.peg.869"	"peg"	"Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70)"	"icw(2);CBSS-314276.3.peg.1499 icw(1);Ribosome_post-transcriptional_modification_and_chromosomal_segregation_cluster isu;RNA_pseudouridine_syntheses"
"fig|1578.180.peg.870"	"peg"	"Substrate-specific component RibU of riboflavin ECF transporter"	"isu;ECF_class_transporters isu;Riboflavin,_FMN_and_FAD_metabolism_in_plants isu;Riboflavin,_FMN_and_FAD_metabolism"
"fig|1578.180.peg.871"	"peg"	"Endopeptidase lytF precursor (EC 3.4.-.-)"	""
"fig|1578.180.peg.872"	"peg"	"Cytidylate kinase (EC 2.7.4.25)"	"icw(2);Ribosome_post-transcriptional_modification_and_chromosomal_segregation_cluster"
"fig|1578.180.peg.873"	"peg"	"SSU ribosomal protein S1p"	"isu;Ribosome_SSU_bacterial isu;Cell_division-ribosomal_stress_proteins_cluster"
"fig|1578.180.peg.874"	"peg"	"GTP-binding protein EngA"	"isu;Universal_GTPases isu;Ribosome_post-transcriptional_modification_and_chromosomal_segregation_cluster isu;CBSS-290633.1.peg.1906"
"fig|1578.180.peg.875"	"peg"	"DNA-binding protein HBsu"	"idu(1);DNA_structural_proteins,_bacterial"
"fig|1578.180.peg.876"	"peg"	"TPR-repeat-containing protein, putative component of Menaquinone-cytochrome C reductase"	"isu;Ubiquinone_Menaquinone-cytochrome_c_reductase_complexes"
"fig|1578.180.peg.877"	"peg"	"contains DUF161 family domain"	"ff"
"fig|1578.180.peg.878"	"peg"	"tRNA nucleotidyltransferase (EC 2.7.7.21) (EC 2.7.7.25)"	"isu;Polyadenylation_bacterial isu;tRNA_nucleotidyltransferase"
"fig|1578.180.peg.879"	"peg"	"COG1272: Predicted membrane protein hemolysin III homolog"	"ff"
"fig|1578.180.peg.880"	"peg"	"Hypothetical protein DUF194, DegV family"	"ff"
"fig|1578.180.peg.881"	"peg"	"FIG00743134: hypothetical protein"	"ff"
"fig|1578.180.peg.882"	"peg"	"50S ribosomal subunit maturation GTPase RbgA (B. subtilis YlqF)"	"isu;Universal_GTPases icw(3);Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase"
"fig|1578.180.peg.883"	"peg"	"Ribonuclease HII (EC 3.1.26.4)"	"isu;Ribonucleases_in_Bacillus isu;DNA_replication,_archaeal isu;Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase isu;Ribonuclease_H"
"fig|1578.180.peg.884"	"peg"	"Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake"	"icw(1);Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase isu;CBSS-272943.3.peg.1367"
"fig|1578.180.peg.885"	"peg"	"DNA topoisomerase I (EC 5.99.1.2)"	"icw(2);Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase isu;Inteins icw(1);CBSS-272943.3.peg.1367 isu;pVir_Plasmid_of_Campylobacter isu;DNA_topoisomerases,_Type_I,_ATP-independent"
"fig|1578.180.peg.886"	"peg"	"tRNA:m(5)U-54 MTase gid"	"icw(4);Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase"
"fig|1578.180.peg.887"	"peg"	"Site-specific tyrosine recombinase"	"isu;Proteasome_bacterial"
"fig|1578.180.peg.888"	"peg"	"ATP-dependent protease HslV (EC 3.4.25.-)"	"icw(1);Proteolysis_in_bacteria,_ATP-dependent icw(2);Proteasome_bacterial"
"fig|1578.180.peg.889"	"peg"	"ATP-dependent hsl protease ATP-binding subunit HslU"	"isu;Proteolysis_in_bacteria,_ATP-dependent icw(1);Proteasome_bacterial"
"fig|1578.180.peg.890"	"peg"	"LacX protein, plasmid"	"ff"
"fig|1578.180.peg.891"	"peg"	"Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY"	"isu;Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria"
"fig|1578.180.peg.892"	"peg"	"Topoisomerase IV subunit B (EC 5.99.1.-)"	"isu;DNA_topoisomerases,_Type_II,_ATP-dependent isu;Resistance_to_fluoroquinolones isu;CBSS-342610.3.peg.1794"
"fig|1578.180.peg.893"	"peg"	"Topoisomerase IV subunit A (EC 5.99.1.-)"	"icw(1);DNA_topoisomerases,_Type_II,_ATP-dependent icw(1);Resistance_to_fluoroquinolones"
"fig|1578.180.peg.894"	"peg"	"Transcriptional regulators, LysR family"	"ff"
"fig|1578.180.peg.895"	"peg"	"Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)"	"isu;Phosphate_metabolism"
"fig|1578.180.peg.896"	"peg"	"FIG00745919: hypothetical protein"	"ff"
"fig|1578.180.peg.897"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.898"	"peg"	"Integrase"	"ff"
"fig|1578.180.peg.899"	"peg"	"ADP-ribose pyrophosphatase"	"ff"
"fig|1578.180.peg.900"	"peg"	"DegV family protein"	"ff"
"fig|1578.180.peg.901"	"peg"	"FIG00745144: hypothetical protein"	"ff"
"fig|1578.180.peg.902"	"peg"	"Fibronectin-binding protein"	"isu;Streptococcus_pyogenes_recombinatorial_zone"
"fig|1578.180.peg.903"	"peg"	"Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)"	"icw(1);Macromolecular_synthesis_operon icw(1);De_Novo_Pyrimidine_Synthesis"
"fig|1578.180.peg.904"	"peg"	"Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)"	"idu(1);Macromolecular_synthesis_operon idu(1);De_Novo_Pyrimidine_Synthesis"
"fig|1578.180.peg.905"	"peg"	"Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)"	"isu;Ribosome_biogenesis_bacterial isu;RNA_pseudouridine_syntheses"
"fig|1578.180.peg.906"	"peg"	"Lipoprotein signal peptidase (EC 3.4.23.36)"	"isu;Signal_peptidase isu;Sex_pheromones_in_Enterococcus_faecalis_and_other_Firmicutes isu;CBSS-36873.1.peg.4752 isu;Lipoprotein_Biosynthesis"
"fig|1578.180.peg.907"	"peg"	"Formate--tetrahydrofolate ligase (EC 6.3.4.3)"	"isu;One-carbon_metabolism_by_tetrahydropterines"
"fig|1578.180.peg.908"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.909"	"peg"	"contains predicted phosphohydrolase domain"	"ff"
"fig|1578.180.peg.910"	"peg"	"FIG001721: Predicted N6-adenine-specific DNA methylase"	"icw(2);Control_of_cell_elongation_-_division_cycle_in_Bacilli"
"fig|1578.180.peg.911"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.912"	"peg"	"Cell division protein GpsB, coordinates the switch between cylindrical and septal cell wall synthesis by re-localization of PBP1"	"icw(2);Control_of_cell_elongation_-_division_cycle_in_Bacilli"
"fig|1578.180.peg.913"	"peg"	"FIG005686: hypothetical protein"	"icw(6);Control_of_cell_elongation_-_division_cycle_in_Bacilli"
"fig|1578.180.peg.914"	"peg"	"RecU Holliday junction resolvase"	"isu;Control_of_cell_elongation_-_division_cycle_in_Bacilli isu;DNA_repair,_bacterial_RecFOR_pathway"
"fig|1578.180.peg.915"	"peg"	"Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-) / Penicillin-binding protein 1A/1B (PBP1)"	"icw(5);Control_of_cell_elongation_-_division_cycle_in_Bacilli idu(2);Peptidoglycan_Biosynthesis"
"fig|1578.180.peg.916"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.917"	"peg"	"Endonuclease III (EC 4.2.99.18)"	"isu;DNA_Repair_Base_Excision icw(1);Control_of_cell_elongation_-_division_cycle_in_Bacilli"
"fig|1578.180.peg.918"	"peg"	"Chromosome replication initiation protein DnaD"	"icw(2);Control_of_cell_elongation_-_division_cycle_in_Bacilli"
"fig|1578.180.peg.919"	"peg"	"Asparaginyl-tRNA synthetase (EC 6.1.1.22)"	"isu;tRNA_aminoacylation,_Asp_and_Asn"
"fig|1578.180.peg.920"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.921"	"peg"	"DinG family ATP-dependent helicase YoaA"	"isu;DNA_repair,_bacterial_DinG_and_relatives"
"fig|1578.180.peg.922"	"peg"	"ATP-dependent nuclease, subunit A"	"icw(1);ATP-dependent_Nuclease"
"fig|1578.180.peg.923"	"peg"	"ATP-dependent nuclease, subunit B"	"isu;ATP-dependent_Nuclease"
"fig|1578.180.peg.924"	"peg"	"Mevalonate kinase (EC 2.7.1.36)"	"icw(2);Mevalonate_Branch_of_Isoprenoid_Biosynthesis icw(1);Isoprenoid_Biosynthesis"
"fig|1578.180.peg.925"	"peg"	"Diphosphomevalonate decarboxylase (EC 4.1.1.33)"	"isu;Mevalonate_Branch_of_Isoprenoid_Biosynthesis icw(2);Isoprenoid_Biosynthesis"
"fig|1578.180.peg.926"	"peg"	"Phosphomevalonate kinase (EC 2.7.4.2)"	"icw(1);Mevalonate_Branch_of_Isoprenoid_Biosynthesis icw(3);Isoprenoid_Biosynthesis"
"fig|1578.180.peg.927"	"peg"	"Isopentenyl-diphosphate delta-isomerase, FMN-dependent (EC 5.3.3.2)"	"isu;Isoprenoid_Biosynthesis isu;Isoprenoid_Biosynthesis:_Interconversions"
"fig|1578.180.peg.928"	"peg"	"HMP-PP hydrolase (pyridoxal phosphatase) Cof, detected in genetic screen for thiamin metabolic genes (PMID:15292217)"	"ff"
"fig|1578.180.peg.929"	"peg"	"tRNA and rRNA cytosine-C5-methylases"	"ff"
"fig|1578.180.peg.930"	"peg"	"FIG00742606: hypothetical protein"	"ff"
"fig|1578.180.peg.931"	"peg"	"FIG00743236: hypothetical protein"	"ff"
"fig|1578.180.peg.932"	"peg"	"Signal peptidase I (EC 3.4.21.89)"	"isu;Signal_peptidase isu;CBSS-176299.4.peg.1292"
"fig|1578.180.peg.933"	"peg"	"FIG00743283: hypothetical protein"	"ff"
"fig|1578.180.peg.934"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.935"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.936"	"peg"	"ABC transporter, ATP-binding protein"	"ff"
"fig|1578.180.peg.937"	"peg"	"Transcriptional regulator, GntR family"	"ff"
"fig|1578.180.peg.938"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.939"	"peg"	"FIG00743319: hypothetical protein"	"ff"
"fig|1578.180.peg.940"	"peg"	"hypothetical protein"	""
"fig|1578.180.peg.941"	"peg"	"ABC transporter, ATP-binding protein"	"ff"
"fig|1578.180.peg.942"	"peg"	"Transcriptional regulator, GntR family"	"ff"
"fig|1578.180.peg.943"	"peg"	"ABC transporter, permease protein"	""
"fig|1578.180.peg.944"	"peg"	"ABC transporter, permease protein"	""
"fig|1578.180.peg.945"	"peg"	"ABC transporter ATP-binding protein"	"ff"
